station_id,num_bikes_available,is_renting,eightd_has_available_keys,num_docks_disabled,is_returning,station_status,is_installed,num_bikes_disabled,num_ebikes_available,legacy_id,num_docks_available,last_reported,eightd_active_station_services,valet
3243,4,1,False,0,1,active,1,0,2,3243,25,1656537085,,
3244,25,1,False,0,1,active,1,2,1,3244,52,1656536967,,
3246,33,1,False,0,1,active,1,0,0,3246,15,1656537397,,
3249,19,1,False,0,1,active,1,0,1,3249,0,1656536918,,
3254,9,1,False,0,1,active,1,3,0,3254,17,1656536155,,
3255,16,1,False,0,1,active,1,1,2,3255,0,1656537406,,
3256,16,1,False,0,1,active,1,6,0,3256,1,1656537230,,
3260,40,1,False,0,1,active,1,4,1,3260,1,1656537426,,
3263,44,1,False,0,1,active,1,3,0,3263,12,1656537424,,
3267,0,1,False,11,1,active,1,3,0,3267,0,1656537292,,
3268,4,1,False,0,1,active,1,1,2,3268,9,1656537338,,
3269,8,1,False,0,1,active,1,1,2,3269,5,1656537378,,
3270,11,0,False,0,0,active,1,0,3,3270,3,1656537015,,
3272,12,1,False,0,1,active,1,1,0,3272,1,1656537197,,
3273,16,1,False,0,1,active,1,1,4,3273,1,1656536714,,
3275,8,1,False,0,1,active,1,0,0,3275,6,1656537117,,
3276,9,1,False,0,1,active,1,0,5,3276,17,1656537406,,
3277,0,1,False,0,1,active,1,0,0,3277,14,1656532072,,
3278,1,1,False,0,1,active,1,0,0,3278,13,1656537185,,
3279,4,1,False,0,1,active,1,0,2,3279,14,1656537091,,
3280,0,1,False,0,1,active,1,2,0,3280,12,1656534420,,
3281,10,1,False,0,1,active,1,1,1,3281,3,1656532606,,
3283,1,1,False,0,1,active,1,3,0,3283,43,1656537406,,
3284,1,1,False,0,1,active,1,3,0,3284,34,1656537253,,
3285,8,1,False,0,1,active,1,1,0,3285,32,1656537307,,
3286,7,1,False,0,1,active,1,2,2,3286,29,1656537384,,
3287,3,1,False,0,1,active,1,1,3,3287,42,1656537216,,
3288,14,1,False,0,1,active,1,7,2,3288,18,1656537364,,
3289,1,1,False,0,1,active,1,2,0,3289,28,1656537224,,
3290,11,1,False,0,1,active,1,1,0,3290,23,1656537394,,
3292,2,1,False,0,1,active,1,2,1,3292,39,1656537085,,
3293,3,1,False,0,1,active,1,2,0,3293,19,1656537104,,
3294,4,1,False,0,1,active,1,2,4,3294,28,1656537233,,
3296,9,1,False,0,1,active,1,1,1,3296,63,1656537377,,
3297,4,1,False,0,1,active,1,2,0,3297,15,1656536983,,
3298,29,1,False,0,1,active,1,1,0,3298,0,1656526673,,
3299,3,1,False,0,1,active,1,0,0,3299,19,1656537244,,
3300,2,1,False,0,1,active,1,0,0,3300,21,1656537434,,
3301,1,1,False,0,1,active,1,5,0,3301,33,1656537379,,
3302,0,1,False,0,1,active,1,6,0,3302,34,1656536645,,
3303,31,1,False,0,1,active,1,2,0,3303,2,1656537430,,
3304,8,1,False,0,1,active,1,3,0,3304,16,1656537431,,
3305,4,1,False,0,1,active,1,3,1,3305,65,1656537344,,
3306,4,1,False,0,1,active,1,0,4,3306,19,1656537306,,
3307,4,1,False,0,1,active,1,1,0,3307,26,1656537415,,
3308,0,0,False,12,0,out_of_service,0,0,0,3308,0,1654615625,,
3309,2,1,False,0,1,active,1,1,2,3309,27,1656536155,,
3310,2,1,False,0,1,active,1,1,0,3310,21,1656537383,,
3311,11,1,False,0,1,active,1,0,0,3311,9,1656537412,,
3312,9,1,False,0,1,active,1,0,1,3312,30,1656536947,,
3313,11,1,False,0,1,active,1,1,2,3313,17,1656537096,,
3314,7,1,False,0,1,active,1,3,3,3314,22,1656537301,,
3315,15,1,False,0,1,active,1,0,0,3315,7,1656537135,,
3317,21,1,False,0,1,active,1,2,1,3317,1,1656536179,,
3318,31,1,False,0,1,active,1,1,0,3318,12,1656537209,,
3319,16,1,False,0,1,active,1,3,3,3319,2,1656537244,,
3321,19,1,False,0,1,active,1,0,2,3321,19,1656537389,,
3322,18,1,False,0,1,active,1,1,1,3322,6,1656537347,,
3323,5,1,False,0,1,active,1,2,0,3323,50,1656537121,,
3324,25,1,False,0,1,active,1,0,0,3324,0,1656535306,,
3325,3,1,False,0,1,active,1,0,0,3325,28,1656537352,,
3326,10,1,False,0,1,active,1,0,0,3326,11,1656536005,,
3327,1,1,False,0,1,active,1,1,0,3327,24,1656537082,,
3328,3,1,False,0,1,active,1,1,0,3328,35,1656536820,,
3329,21,1,False,0,1,active,1,0,1,3329,6,1656537018,,
3330,18,1,False,0,1,active,1,0,0,3330,1,1656533699,,
3331,0,1,False,0,1,active,1,1,0,3331,56,1656536908,,
3332,26,1,False,0,1,active,1,0,1,3332,1,1656536987,,
3333,37,1,False,0,1,active,1,0,0,3333,0,1656519401,,
3335,27,1,False,0,1,active,1,1,0,3335,0,1656537302,,
3336,3,1,False,0,1,active,1,1,0,3336,36,1656536929,,
3337,22,1,False,0,1,active,1,0,0,3337,1,1656536685,,
3338,2,1,False,0,1,active,1,1,0,3338,28,1656535548,,
3339,29,1,False,0,1,active,1,6,0,3339,5,1656536608,,
3340,21,1,False,0,1,active,1,0,0,3340,0,1656537006,,
3342,21,1,False,0,1,active,1,0,0,3342,2,1656537088,,
3343,6,1,False,0,1,active,1,0,0,3343,17,1656537326,,
3344,31,1,False,0,1,active,1,4,0,3344,4,1656537070,,
3345,6,1,False,0,1,active,1,3,0,3345,26,1656537180,,
3346,15,1,False,0,1,active,1,2,0,3346,12,1656536807,,
3347,32,1,False,0,1,active,1,0,0,3347,4,1656537379,,
3348,30,1,False,0,1,active,1,1,0,3348,1,1656534348,,
3349,1,1,False,0,1,active,1,1,1,3349,37,1656536635,,
3350,9,1,False,0,1,active,1,5,6,3350,25,1656537406,,
3351,5,1,False,0,1,active,1,3,0,3351,16,1656537362,,
3352,19,1,False,0,1,active,1,0,0,3352,2,1656536997,,
3354,5,1,False,0,1,active,1,3,3,3354,23,1656537353,,
3355,9,1,False,0,1,active,1,0,2,3355,16,1656536968,,
3356,0,1,False,0,1,active,1,1,0,3356,17,1656537147,,
3357,2,1,False,0,1,active,1,1,0,3357,32,1656537154,,
3358,4,1,False,0,1,active,1,3,1,3358,18,1656537313,,
3359,36,1,False,0,1,active,1,2,17,3359,18,1656537395,,
3360,5,1,False,0,1,active,1,2,1,3360,41,1656537380,,
3361,17,1,False,0,1,active,1,3,0,3361,3,1656536526,,
3362,0,1,False,0,1,active,1,1,0,3362,33,1656536489,,
3363,6,1,False,0,1,active,1,0,1,3363,27,1656537252,,
3364,14,1,False,0,1,active,1,3,0,3364,10,1656537396,,
3365,7,1,False,0,1,active,1,2,0,3365,17,1656536634,,
3366,3,1,False,1,1,active,1,3,0,3366,24,1656537372,,
3367,8,1,False,0,1,active,1,4,1,3367,26,1656537143,,
3368,23,1,False,0,1,active,1,4,0,3368,3,1656537368,,
3369,4,1,False,0,1,active,1,1,1,3369,24,1656537425,,
3370,3,1,False,0,1,active,1,0,1,3370,22,1656537386,,
3372,8,1,False,0,1,active,1,1,2,3372,70,1656537395,,
3373,72,1,False,0,1,active,1,3,0,3373,4,1656537376,,
3374,19,1,False,0,1,active,1,5,0,3374,11,1656537178,,
3375,0,0,False,0,0,out_of_service,0,0,0,3375,0,86400,,
3376,3,1,False,0,1,active,1,0,1,3376,45,1656537404,,
3377,18,1,False,0,1,active,1,1,1,3377,6,1656537245,,
3378,2,1,False,0,1,active,1,1,0,3378,25,1656537250,,
3379,16,1,False,0,1,active,1,2,0,3379,17,1656536939,,
3381,46,1,False,0,1,active,1,3,1,3381,4,1656537353,,
3382,40,1,False,0,1,active,1,0,1,3382,1,1656537326,,
3383,3,1,False,0,1,active,1,3,0,3383,18,1656537416,,
3384,24,1,False,0,1,active,1,1,1,3384,0,1656537220,,
3386,11,1,False,0,1,active,1,1,0,3386,22,1656537378,,
3387,13,1,False,0,1,active,1,3,1,3387,9,1656536201,,
3388,0,0,False,0,0,out_of_service,0,0,0,3388,0,86400,,
3389,35,1,False,0,1,active,1,2,1,3389,2,1656537344,,
3391,12,1,False,0,1,active,1,2,0,3391,11,1656535726,,
3392,17,1,False,0,1,active,1,0,0,3392,2,1656536649,,
3393,15,1,False,0,1,active,1,0,0,3393,4,1656537038,,
3394,21,1,False,0,1,active,1,0,0,3394,0,1656537008,,
3395,16,1,False,0,1,active,1,0,0,3395,3,1656528406,,
3396,20,1,False,0,1,active,1,1,1,3396,3,1656537240,,
3397,30,1,False,0,1,active,1,1,0,3397,2,1656537431,,
3398,21,1,False,0,1,active,1,2,1,3398,0,1656537420,,
3399,21,1,False,0,1,active,1,2,1,3399,1,1656537127,,
3402,27,1,False,0,1,active,1,0,0,3402,4,1656537215,,
3403,28,1,False,0,1,active,1,3,0,3403,0,1656536379,,
3404,26,1,False,0,1,active,1,1,0,3404,0,1656537176,,
3405,5,1,False,0,1,active,1,1,0,3405,17,1656535569,,
3407,34,1,False,0,1,active,1,1,0,3407,0,1656533689,,
3409,44,1,False,0,1,active,1,1,0,3409,3,1656537245,,
3410,74,1,False,0,1,active,1,1,0,3410,2,1656537360,,
3411,25,1,False,0,1,active,1,0,0,3411,2,1656536759,,
3412,13,1,False,0,1,active,1,2,0,3412,3,1656537134,,
3414,20,1,False,0,1,active,1,2,0,3414,11,1656537292,,
3415,20,1,False,0,1,active,1,0,1,3415,4,1656537155,,
3416,13,1,False,0,1,active,1,1,4,3416,11,1656537416,,
3418,1,1,False,0,1,active,1,3,0,3418,29,1656537409,,
3419,48,1,False,0,1,active,1,2,1,3419,1,1656537401,,
3420,33,1,False,0,1,active,1,0,1,3420,2,1656537317,,
3421,35,1,False,0,1,active,1,0,0,3421,0,1656535248,,
3422,13,1,False,0,1,active,1,1,0,3422,7,1656537361,,
3423,4,1,False,0,1,active,1,2,2,3423,22,1656537325,,
3424,22,1,False,0,1,active,1,1,2,3424,4,1656537125,,
3425,5,1,False,0,1,active,1,1,2,3425,27,1656536809,,
3429,34,1,False,0,1,active,1,2,0,3429,3,1656537416,,
3430,15,1,False,0,1,active,1,0,1,3430,10,1656537084,,
3435,28,1,False,0,1,active,1,2,3,3435,14,1656537435,,
3436,21,1,False,23,1,active,1,3,0,3436,0,1656537420,[{'id': '66de867e-0aca-11e7-82f6-3863bb44ef7c'}],"{'dock_blocked_count': 23, 'station_id': '66de867e-0aca-11e7-82f6-3863bb44ef7c', 'region': 'BKN', 'off_dock_capacity': 120, 'off_dock_count': 62, 'valet_revision': 17046, 'active': False}"
3437,10,1,False,0,1,active,1,2,5,3437,47,1656537205,,
3440,40,1,False,0,1,active,1,0,0,3440,7,1656537429,,
3443,0,1,False,31,1,active,1,6,0,3443,22,1656537196,[{'id': '66de8a86-0aca-11e7-82f6-3863bb44ef7c'}],"{'dock_blocked_count': 31, 'station_id': '66de8a86-0aca-11e7-82f6-3863bb44ef7c', 'region': 'BKN', 'off_dock_capacity': 120, 'off_dock_count': 38, 'valet_revision': 19210, 'active': False}"
3452,39,1,False,0,1,active,1,2,0,3452,2,1656537199,,
3453,17,1,False,0,1,active,1,2,0,3453,0,1656536675,,
3454,6,1,False,0,1,active,1,2,0,3454,16,1656537277,,
3456,15,1,False,0,1,active,1,0,3,3456,7,1656537407,,
3457,38,1,False,1,1,active,1,0,0,3457,27,1656537436,,
3461,25,1,False,0,1,active,1,0,0,3461,8,1656537371,,
3462,1,1,False,0,1,active,1,1,0,3462,35,1656537374,,
3463,27,1,False,0,1,active,1,1,2,3463,51,1656537435,,
3464,14,1,False,0,1,active,1,20,2,3464,20,1656537222,,
3467,36,1,False,0,1,active,1,3,2,3467,7,1656537319,,
3472,17,1,False,0,1,active,1,2,0,3472,20,1656537396,,
3477,0,1,False,0,1,active,1,33,0,3477,0,1656537120,,
3478,38,1,False,0,1,active,1,1,0,3478,4,1656536190,,
3479,20,1,False,0,1,active,1,4,0,3479,21,1656536522,,
3481,0,0,False,0,0,out_of_service,0,0,0,3481,0,86400,,
3483,10,1,False,0,1,active,1,0,0,3483,4,1656534132,,
3486,35,1,False,0,1,active,1,2,1,3486,3,1656537323,,
3490,24,1,False,0,1,active,1,0,0,3490,6,1656537338,,
3491,19,1,False,0,1,active,1,3,3,3491,2,1656537342,,
3492,0,0,False,0,0,out_of_service,0,0,0,3492,0,86400,,
3493,0,0,False,0,0,out_of_service,0,0,0,3493,0,86400,,
3494,9,1,False,0,1,active,1,3,0,3494,13,1656535438,,
3495,17,1,False,0,1,active,1,2,0,3495,7,1656537408,,
3496,6,1,False,0,1,active,1,4,0,3496,14,1656537235,,
3497,0,0,False,0,0,out_of_service,0,0,0,3497,0,86400,,
3498,11,1,False,0,1,active,1,5,4,3498,3,1656537431,,
3499,21,1,False,0,1,active,1,1,0,3499,2,1656536444,,
3500,8,1,False,0,1,active,1,0,1,3500,23,1656536412,,
3501,8,1,False,0,1,active,1,0,2,3501,21,1656537413,,
3502,9,1,False,0,1,active,1,1,0,3502,18,1656536184,,
3503,3,1,False,0,1,active,1,0,1,3503,27,1656536361,,
3504,11,1,False,0,1,active,1,1,0,3504,15,1656536777,,
3505,8,1,False,0,1,active,1,2,0,3505,22,1656535746,,
3506,14,1,False,0,1,active,1,0,0,3506,15,1656536635,,
3507,17,1,False,0,1,active,1,1,2,3507,18,1656537408,,
3508,16,1,False,0,1,active,1,2,1,3508,13,1656537267,,
3509,20,1,False,0,1,active,1,0,3,3509,11,1656537424,,
3510,12,1,False,0,1,active,1,0,1,3510,19,1656537281,,
3511,11,1,False,0,1,active,1,2,0,3511,9,1656536997,,
3513,3,1,False,0,1,active,1,1,0,3513,28,1656537185,,
3514,1,1,False,0,1,active,1,0,1,3514,32,1656537302,,
3515,2,1,False,0,1,active,1,0,0,3515,17,1656537268,,
3516,0,0,False,0,0,out_of_service,0,0,0,3516,0,86400,,
3517,25,1,False,0,1,active,1,2,1,3517,8,1656537428,,
3518,9,1,False,0,1,active,1,2,2,3518,22,1656537358,,
3520,19,1,False,0,1,active,1,0,0,3520,8,1656537248,,
3521,8,1,False,0,1,active,1,5,1,3521,22,1656537286,,
3522,0,1,False,1,1,active,1,0,0,3522,18,1656537262,,
3523,5,1,False,0,1,active,1,1,2,3523,39,1656537170,,
3524,9,1,False,0,1,active,1,0,3,3524,14,1656537432,,
3525,4,1,False,0,1,active,1,0,0,3525,17,1656536356,,
3526,14,1,False,0,1,active,1,1,1,3526,12,1656536947,,
3528,1,1,False,0,1,active,1,1,0,3528,19,1656536451,,
3529,4,1,False,0,1,active,1,2,1,3529,18,1656537028,,
3530,2,1,False,0,1,active,1,0,1,3530,17,1656536885,,
3531,1,1,False,0,1,active,1,1,0,3531,25,1656534847,,
3532,5,1,False,0,1,active,1,1,0,3532,21,1656537419,,
3533,21,1,False,0,1,active,1,2,0,3533,10,1656537408,,
3534,29,1,False,0,1,active,1,1,1,3534,8,1656537197,,
3535,9,1,False,0,1,active,1,1,2,3535,17,1656537297,,
3536,0,1,False,0,1,active,1,1,0,3536,42,1656536996,,
3537,17,1,False,0,1,active,1,1,1,3537,11,1656537412,,
3538,1,1,False,0,1,active,1,0,0,3538,44,1656537370,,
3539,1,1,False,12,1,active,1,0,0,3539,30,1656537252,,
3540,7,1,False,0,1,active,1,1,0,3540,26,1656536408,,
3541,4,1,False,0,1,active,1,1,0,3541,34,1656537220,,
3543,2,1,False,0,1,active,1,1,0,3543,32,1656536324,,
3544,4,1,False,0,1,active,1,1,0,3544,22,1656536258,,
3545,2,1,False,0,1,active,1,0,0,3545,31,1656536847,,
3546,6,1,False,0,1,active,1,0,1,3546,15,1656536809,,
3547,8,1,False,0,1,active,1,0,1,3547,33,1656536542,,
3549,4,1,False,0,1,active,1,0,3,3549,21,1656537041,,
3551,10,1,False,0,1,active,1,0,1,3551,13,1656537306,,
3552,0,1,False,0,1,active,1,0,0,3552,39,1656536956,,
3553,1,1,False,9,1,active,1,27,1,3553,0,1656537436,,
3554,23,1,False,0,1,active,1,0,0,3554,4,1656536925,,
3555,5,1,False,0,1,active,1,1,1,3555,21,1656536628,,
3557,4,1,False,0,1,active,1,0,0,3557,15,1656534924,,
3558,4,1,False,0,1,active,1,1,0,3558,22,1656537099,,
3559,2,1,False,0,1,active,1,1,0,3559,16,1656533531,,
3561,2,1,False,0,1,active,1,0,0,3561,24,1656537316,,
3562,1,1,False,0,1,active,1,1,0,3562,24,1656537295,,
3563,2,1,False,0,1,active,1,1,0,3563,26,1656537102,,
3564,7,1,False,0,1,active,1,0,0,3564,12,1656536649,,
3565,1,1,False,0,1,active,1,1,0,3565,17,1656537099,,
3566,0,1,False,0,1,active,1,1,0,3566,24,1656535617,,
3568,1,1,False,0,1,active,1,2,0,3568,18,1656532769,,
3569,0,1,False,0,1,active,1,3,0,3569,26,1656536388,,
3570,1,1,False,0,1,active,1,0,0,3570,30,1656535713,,
3571,5,1,False,0,1,active,1,0,1,3571,19,1656536923,,
3572,6,1,False,0,1,active,1,0,1,3572,27,1656537406,,
3573,16,1,False,0,1,active,1,0,15,3573,9,1656537362,,
3574,2,1,False,0,1,active,1,0,2,3574,22,1656536801,,
3575,1,1,False,0,1,active,1,1,0,3575,25,1656537425,,
3577,2,1,False,0,1,active,1,0,0,3577,20,1656536356,,
3578,6,1,False,0,1,active,1,2,0,3578,13,1656535880,,
3579,0,1,False,0,1,active,1,2,0,3579,23,1656537108,,
3580,6,1,False,0,1,active,1,2,1,3580,22,1656537424,,
3581,2,1,False,0,1,active,1,4,0,3581,21,1656536670,,
3582,2,1,False,0,1,active,1,1,1,3582,25,1656537202,,
3583,7,1,False,0,1,active,1,0,1,3583,24,1656537421,,
3584,3,1,False,0,1,active,1,0,2,3584,39,1656537202,,
3585,1,1,False,0,1,active,1,2,0,3585,21,1656537063,,
3586,5,1,False,0,1,active,1,0,0,3586,14,1656533303,,
3587,6,1,False,0,1,active,1,1,0,3587,20,1656535508,,
3588,35,1,False,0,1,active,1,1,0,3588,5,1656537396,,
3589,30,1,False,0,1,active,1,1,0,3589,0,1656535800,,
3590,9,1,False,0,1,active,1,1,0,3590,9,1656536906,,
3591,14,1,False,0,1,active,1,0,1,3591,7,1656537354,,
3592,0,1,False,0,1,active,1,9,0,3592,10,1656537420,,
3593,4,1,False,0,1,active,1,1,0,3593,29,1656537129,,
3595,1,1,False,0,1,active,1,0,0,3595,17,1656536958,,
3596,13,1,False,0,1,active,1,0,0,3596,6,1656536664,,
3597,2,1,False,0,1,active,1,0,1,3597,23,1656536270,,
3598,1,1,False,0,1,active,1,0,1,3598,18,1656537246,,
3600,4,1,False,2,1,active,1,19,1,3600,0,1656537116,,
3601,12,1,False,0,1,active,1,0,1,3601,7,1656537306,,
3602,0,1,False,0,1,active,1,0,0,3602,23,1656537416,,
3603,1,1,False,0,1,active,1,0,1,3603,20,1656536908,,
3604,6,1,False,0,1,active,1,0,0,3604,11,1656536692,,
3605,8,1,False,0,1,active,1,1,0,3605,12,1656537079,,
3606,7,1,False,0,1,active,1,1,0,3606,13,1656537152,,
3607,11,1,False,0,1,active,1,0,0,3607,8,1656535441,,
3608,14,1,False,0,1,active,1,0,0,3608,7,1656535854,,
3609,14,1,False,0,1,active,1,1,0,3609,8,1656537183,,
3611,24,1,False,0,1,active,1,2,0,3611,5,1656537339,,
3612,5,1,False,0,1,active,1,0,0,3612,10,1656535692,,
3613,26,1,False,0,1,active,1,0,0,3613,1,1656536959,,
3614,1,1,False,0,1,active,1,2,0,3614,20,1656537395,,
3616,3,1,False,0,1,active,1,2,1,3616,20,1656537157,,
3617,1,1,False,1,1,active,1,0,0,3617,24,1656537339,,
3618,25,1,False,0,1,active,1,1,0,3618,7,1656536703,,
3619,4,1,False,0,1,active,1,0,0,3619,23,1656537037,,
3620,24,1,False,0,1,active,1,0,0,3620,4,1656537291,,
3621,5,1,False,0,1,active,1,0,1,3621,34,1656535462,,
3622,1,1,False,0,1,active,1,0,0,3622,22,1656535027,,
3623,0,1,False,0,1,active,1,2,0,3623,37,1656537370,,
3628,2,1,False,0,1,active,1,2,0,3628,26,1656537259,,
3629,20,1,False,0,1,active,1,2,1,3629,10,1656537434,,
3630,15,1,False,0,1,active,1,6,1,3630,12,1656537327,,
3635,10,1,False,0,1,active,1,1,1,3635,32,1656537424,,
3637,5,1,False,0,1,active,1,0,0,3637,26,1656537326,,
3638,12,1,False,0,1,active,1,2,3,3638,4,1656537362,,
3639,16,1,False,0,1,active,1,0,1,3639,14,1656537027,,
3640,10,1,False,0,1,active,1,0,8,3640,8,1656536449,,
3641,58,1,False,0,1,active,1,4,2,3641,9,1656537289,,
3646,6,1,False,0,1,active,1,0,1,3646,20,1656536437,,
3648,14,1,False,0,1,active,1,3,0,3648,8,1656537357,,
3649,2,1,False,0,1,active,1,1,0,3649,27,1656536334,,
3654,5,1,False,0,1,active,1,0,0,3654,30,1656536991,,
3656,18,1,False,0,1,active,1,2,2,3656,26,1656537438,,
3658,11,1,False,0,1,active,1,1,0,3658,15,1656536970,,
3661,12,1,False,0,1,active,1,2,0,3661,5,1656535419,,
3664,8,1,False,29,1,active,1,6,0,3664,0,1656537407,[{'id': 'c1e24edf-7192-433f-8d38-be5b6b3647c5'}],"{'dock_blocked_count': 29, 'station_id': 'c1e24edf-7192-433f-8d38-be5b6b3647c5', 'region': 'BKN', 'off_dock_capacity': 120, 'off_dock_count': 58, 'valet_revision': 64471, 'active': True}"
3668,20,1,False,0,1,active,1,4,2,3668,1,1656537257,,
3673,17,1,False,0,1,active,1,0,1,3673,4,1656537369,,
3674,22,1,False,0,1,active,1,0,0,3674,5,1656537263,,
3676,16,1,False,0,1,active,1,1,0,3676,7,1656537336,,
3677,13,1,False,0,1,active,1,1,8,3677,4,1656533305,,
3678,11,1,False,0,1,active,1,4,4,3678,3,1656537388,,
3679,0,1,False,0,1,active,1,2,0,3679,12,1656536106,,
3681,12,1,False,0,1,active,1,0,0,3681,6,1656537275,,
3686,24,1,False,0,1,active,1,1,0,3686,14,1656537398,,
3687,7,1,False,0,1,active,1,7,0,3687,69,1656537389,,
3688,2,1,False,0,1,active,1,1,1,3688,26,1656537385,,
3689,4,1,False,0,1,active,1,1,2,3689,42,1656536756,,
3690,26,1,False,0,1,active,1,4,0,3690,6,1656536480,,
3691,0,1,False,0,1,active,1,0,0,3691,18,1656537162,,
3692,25,1,False,24,1,active,1,0,0,3692,0,1656535450,[{'id': '918af7b2-e05c-477a-a8c0-7dcff984c566'}],"{'dock_blocked_count': 24, 'station_id': '918af7b2-e05c-477a-a8c0-7dcff984c566', 'region': 'BKN', 'off_dock_capacity': 120, 'off_dock_count': 42, 'valet_revision': 2508, 'active': False}"
3693,25,1,False,0,1,active,1,1,0,3693,1,1656537347,,
3694,5,1,False,0,1,active,1,0,4,3694,13,1656534675,,
3697,1,1,False,0,1,active,1,3,1,3697,38,1656537098,,
3699,1,1,False,0,1,active,1,0,0,3699,28,1656537408,,
3704,0,1,False,0,1,active,1,0,0,3704,19,1656537195,,
3705,31,1,False,0,1,active,1,0,2,3705,10,1656537278,,
3707,17,1,False,0,1,active,1,2,2,3707,35,1656537353,,
3708,22,1,False,0,1,active,1,1,1,3708,6,1656537385,,
3709,20,1,False,0,1,active,1,1,0,3709,28,1656537433,,
3711,5,1,False,0,1,active,1,1,1,3711,56,1656537428,,
3712,1,1,False,2,1,active,1,1,0,3712,37,1656537397,,
3714,25,1,False,0,1,active,1,3,0,3714,33,1656537431,,
3715,28,1,False,0,1,active,1,1,0,3715,2,1656537428,,
3716,2,1,False,0,1,active,1,0,0,3716,21,1656536974,,
3718,3,1,False,0,1,active,1,1,0,3718,41,1656537426,,
3721,20,1,False,0,1,active,1,1,1,3721,16,1656537277,,
3724,0,1,False,0,1,active,1,4,0,3724,76,1656537399,,
3725,9,1,False,0,1,active,1,4,1,3725,41,1656537364,,
3726,11,1,False,0,1,active,1,2,0,3726,10,1656537220,,
3727,35,1,False,0,1,active,1,3,2,3727,0,1656537112,,
3728,17,1,False,0,1,active,1,1,1,3728,6,1656537383,,
3731,22,1,False,0,1,active,1,0,0,3731,24,1656537437,,
3733,4,1,False,0,1,active,1,1,0,3733,41,1656537306,,
3734,4,1,False,0,1,active,1,4,1,3734,42,1656536803,,
3735,9,1,False,0,1,active,1,4,0,3735,25,1656537399,,
3736,4,1,False,0,1,active,1,2,0,3736,35,1656537337,,
3737,15,1,False,0,1,active,1,0,2,3737,8,1656537436,,
3738,20,1,False,0,1,active,1,0,1,3738,11,1656536694,,
3739,14,1,False,0,1,active,1,2,4,3739,21,1656537439,,
3740,46,1,False,0,1,active,1,1,0,3740,3,1656537158,,
3745,1,1,False,0,1,active,1,3,1,3745,23,1656536060,,
3746,23,1,False,0,1,active,1,2,0,3746,23,1656537281,,
3749,4,1,False,0,1,active,1,2,1,3749,16,1656537357,,
3755,15,1,False,0,1,active,1,2,1,3755,2,1656536420,,
3756,17,1,False,0,1,active,1,0,0,3756,4,1656537376,,
3757,14,1,False,0,1,active,1,1,0,3757,8,1656537086,,
3758,12,1,False,0,1,active,1,0,2,3758,7,1656536898,,
3759,9,1,False,0,1,active,1,0,0,3759,9,1656537306,,
3760,23,1,False,0,1,active,1,0,0,3760,0,1656534850,,
3761,11,1,False,0,1,active,1,0,0,3761,16,1656536129,,
3762,26,1,False,0,1,active,1,1,0,3762,0,1656537239,,
3763,22,1,False,0,1,active,1,1,0,3763,4,1656537227,,
3764,19,1,False,0,1,active,1,1,0,3764,1,1656535564,,
3765,20,1,False,0,1,active,1,0,0,3765,1,1656536667,,
3767,0,0,False,0,0,out_of_service,0,0,0,3767,0,86400,,
3768,12,1,False,0,1,active,1,2,1,3768,9,1656536993,,
3769,22,1,False,0,1,active,1,1,0,3769,0,1656537229,,
3770,19,0,False,0,0,active,1,0,0,3770,2,1656534891,,
3771,21,1,False,0,1,active,1,1,0,3771,7,1656537218,,
3772,17,1,False,0,1,active,1,0,0,3772,2,1656536247,,
3773,12,1,False,0,1,active,1,1,0,3773,6,1656536944,,
3774,12,1,False,0,1,active,1,0,0,3774,11,1656537309,,
3775,16,1,False,0,1,active,1,0,0,3775,10,1656536847,,
3776,2,1,False,0,1,active,1,2,2,3776,19,1656536676,,
3777,17,1,False,0,1,active,1,0,0,3777,6,1656536196,,
3778,22,1,False,0,1,active,1,0,0,3778,5,1656536694,,
3779,20,1,False,0,1,active,1,1,0,3779,3,1656537379,,
3780,16,1,False,0,1,active,1,1,2,3780,4,1656537415,,
3781,23,1,False,0,1,active,1,0,1,3781,7,1656537049,,
3782,29,1,False,0,1,active,1,1,0,3782,1,1656537415,,
3783,59,1,False,0,1,active,1,0,0,3783,6,1656536739,,
3785,0,1,False,0,1,active,1,3,0,3785,34,1656537378,,
3786,41,1,False,0,1,active,1,1,0,3786,6,1656537256,,
3787,5,1,False,13,1,active,1,2,1,3787,2,1656537419,[{'id': '17ba4945-b202-4667-965f-211d80622646'}],"{'dock_blocked_count': 13, 'station_id': '17ba4945-b202-4667-965f-211d80622646', 'region': 'BKN', 'off_dock_capacity': 90, 'off_dock_count': 70, 'valet_revision': 17383, 'active': True}"
3789,8,1,False,0,1,active,1,1,1,3789,22,1656537427,,
3790,25,1,False,0,1,active,1,4,0,3790,8,1656537275,,
3791,19,1,False,0,1,active,1,0,2,3791,13,1656537318,,
3792,22,1,False,0,1,active,1,3,0,3792,5,1656537120,,
3795,17,1,False,0,1,active,1,0,0,3795,2,1656537142,,
3798,16,1,False,0,1,active,1,6,0,3798,32,1656537439,,
3799,23,1,False,0,1,active,1,6,1,3799,38,1656537324,,
3803,11,1,False,0,1,active,1,3,0,3803,12,1656537352,,
3804,17,1,False,0,1,active,1,0,0,3804,7,1656537215,,
3808,2,1,False,0,1,active,1,4,0,3808,12,1656536143,,
3809,29,1,False,0,1,active,1,4,0,3809,19,1656537403,,
