station_id,last_reported,num_docks_disabled,is_installed,num_docks_available,eightd_has_available_keys,num_ebikes_available,is_returning,is_renting,num_bikes_available,num_bikes_disabled,station_status,legacy_id,valet,eightd_active_station_services
3648,1656540583,0,1,15,False,0,1,1,6,4,active,3648,,
3649,1656540005,0,1,27,False,2,1,1,2,1,active,3649,,
3654,1656540232,0,1,34,False,0,1,1,1,0,active,3654,,
3656,1656540570,0,1,20,False,2,1,1,23,3,active,3656,,
3658,1656540443,0,1,16,False,0,1,1,11,0,active,3658,,
3661,1656540193,0,1,7,False,0,1,1,11,1,active,3661,,
3664,1656540710,29,1,0,False,0,1,1,4,5,active,3664,"{'region': 'BKN', 'off_dock_count': 1, 'active': True, 'valet_revision': 64534, 'station_id': 'c1e24edf-7192-433f-8d38-be5b6b3647c5', 'off_dock_capacity': 120, 'dock_blocked_count': 29}",[{'id': 'c1e24edf-7192-433f-8d38-be5b6b3647c5'}]
3668,1656540534,0,1,0,False,2,1,1,22,3,active,3668,,
3673,1656540562,0,1,5,False,0,1,1,15,1,active,3673,,
3674,1656540598,0,1,6,False,0,1,1,20,1,active,3674,,
3676,1656540729,0,1,4,False,0,1,1,19,1,active,3676,,
3677,1656538096,0,1,6,False,6,1,1,11,1,active,3677,,
3678,1656540703,0,1,3,False,3,1,1,10,5,active,3678,,
3679,1656540584,0,1,11,False,0,1,1,1,2,active,3679,,
3681,1656540484,0,1,8,False,1,1,1,10,0,active,3681,,
3686,1656540684,0,1,11,False,0,1,1,27,1,active,3686,,
3687,1656540669,0,1,74,False,0,1,1,1,8,active,3687,,
3688,1656540671,0,1,26,False,0,1,1,2,1,active,3688,,
3689,1656540668,0,1,43,False,1,1,1,2,2,active,3689,,
3690,1656540353,0,1,9,False,0,1,1,24,3,active,3690,,
3691,1656539799,0,1,18,False,0,1,1,0,0,active,3691,,
3692,1656540349,24,1,0,False,0,1,1,30,0,active,3692,"{'region': 'BKN', 'off_dock_count': 32, 'active': False, 'valet_revision': 2518, 'station_id': '918af7b2-e05c-477a-a8c0-7dcff984c566', 'off_dock_capacity': 120, 'dock_blocked_count': 24}",[{'id': '918af7b2-e05c-477a-a8c0-7dcff984c566'}]
3693,1656539696,0,1,0,False,0,1,1,26,1,active,3693,,
3694,1656534675,0,1,13,False,4,1,1,5,0,active,3694,,
3697,1656540532,0,1,31,False,0,1,1,9,2,active,3697,,
3699,1656540743,0,1,28,False,0,1,1,1,0,active,3699,,
3704,1656537195,0,1,19,False,0,1,1,0,0,active,3704,,
3705,1656540664,0,1,4,False,1,1,1,36,1,active,3705,,
3707,1656540568,0,1,30,False,0,1,1,22,2,active,3707,,
3708,1656540741,0,1,13,False,0,1,1,14,2,active,3708,,
3709,1656540740,0,1,26,False,1,1,1,19,4,active,3709,,
3711,1656540712,0,1,50,False,2,1,1,11,1,active,3711,,
3712,1656540703,2,1,35,False,0,1,1,2,2,active,3712,,
3714,1656540583,0,1,27,False,1,1,1,31,3,active,3714,,
3715,1656540685,0,1,0,False,0,1,1,27,4,active,3715,,
3716,1656539079,0,1,20,False,0,1,1,3,0,active,3716,,
3718,1656540434,41,1,0,False,0,1,1,0,4,active,3718,,
3721,1656540632,0,1,19,False,0,1,1,17,1,active,3721,,
3724,1656540720,0,1,75,False,1,1,1,2,4,active,3724,,
3725,1656540746,0,1,45,False,1,1,1,5,3,active,3725,,
3726,1656540677,0,1,11,False,1,1,1,11,1,active,3726,,
3727,1656540524,0,1,0,False,1,1,1,35,3,active,3727,,
3728,1656539175,0,1,9,False,1,1,1,14,1,active,3728,,
3731,1656540551,0,1,45,False,0,1,1,0,1,active,3731,,
3733,1656539955,0,1,39,False,0,1,1,6,1,active,3733,,
3734,1656540434,0,1,46,False,0,1,1,0,4,active,3734,,
3735,1656540703,0,1,25,False,1,1,1,6,6,active,3735,,
3736,1656540693,0,1,33,False,0,1,1,6,2,active,3736,,
3737,1656540526,0,1,9,False,0,1,1,13,0,active,3737,,
3738,1656540657,0,1,3,False,1,1,1,27,1,active,3738,,
3739,1656540634,0,1,23,False,2,1,1,13,1,active,3739,,
3740,1656540515,0,1,3,False,0,1,1,45,2,active,3740,,
3745,1656540535,0,1,21,False,1,1,1,3,3,active,3745,,
3746,1656540726,0,1,33,False,2,1,1,13,2,active,3746,,
3749,1656540682,0,1,14,False,1,1,1,5,3,active,3749,,
3755,1656540609,0,1,7,False,0,1,1,8,3,active,3755,,
3756,1656540743,0,1,4,False,1,1,1,17,0,active,3756,,
3757,1656540704,0,1,6,False,2,1,1,16,1,active,3757,,
3758,1656540397,0,1,9,False,0,1,1,10,0,active,3758,,
3759,1656539262,0,1,9,False,0,1,1,9,0,active,3759,,
3760,1656540189,0,1,0,False,0,1,1,23,0,active,3760,,
3761,1656540707,0,1,13,False,0,1,1,14,0,active,3761,,
3762,1656540656,0,1,2,False,0,1,1,24,1,active,3762,,
3763,1656540234,0,1,5,False,1,1,1,21,1,active,3763,,
3764,1656540348,0,1,3,False,0,1,1,16,2,active,3764,,
3765,1656540661,0,1,2,False,0,1,1,19,0,active,3765,,
3767,86400,0,0,0,False,0,0,0,0,0,out_of_service,3767,,
3768,1656540323,0,1,9,False,2,1,1,12,2,active,3768,,
3769,1656540529,0,1,0,False,0,1,1,22,1,active,3769,,
3770,1656540551,0,1,4,False,0,1,1,17,0,active,3770,,
3771,1656540689,0,1,6,False,0,1,1,22,1,active,3771,,
3772,1656540136,0,1,2,False,0,1,1,17,0,active,3772,,
3773,1656539820,0,1,4,False,0,1,1,14,1,active,3773,,
3774,1656539216,0,1,11,False,0,1,1,12,0,active,3774,,
3775,1656540543,0,1,6,False,0,1,1,20,0,active,3775,,
3776,1656540676,0,1,19,False,2,1,1,4,0,active,3776,,
3777,1656540431,0,1,7,False,1,1,1,16,0,active,3777,,
3778,1656540448,0,1,5,False,0,1,1,22,0,active,3778,,
3779,1656537379,0,1,3,False,0,1,1,20,1,active,3779,,
3780,1656539904,0,1,6,False,1,1,1,15,1,active,3780,,
3781,1656540702,0,1,11,False,1,1,1,19,0,active,3781,,
3782,1656540269,0,1,1,False,0,1,1,26,2,active,3782,,
3783,1656540398,0,1,0,False,0,1,1,65,0,active,3783,,
3785,1656540745,0,1,32,False,1,1,1,2,3,active,3785,,
3786,1656540665,0,1,12,False,0,1,1,34,2,active,3786,,
3787,1656540716,13,1,0,False,0,1,1,9,2,active,3787,"{'region': 'BKN', 'off_dock_count': 48, 'active': True, 'valet_revision': 17421, 'station_id': '17ba4945-b202-4667-965f-211d80622646', 'off_dock_capacity': 90, 'dock_blocked_count': 13}",[{'id': '17ba4945-b202-4667-965f-211d80622646'}]
3789,1656540631,0,1,21,False,2,1,1,9,1,active,3789,,
3790,1656540593,0,1,7,False,1,1,1,26,4,active,3790,,
3791,1656540604,0,1,11,False,0,1,1,21,0,active,3791,,
3792,1656540446,0,1,16,False,0,1,1,11,3,active,3792,,
3795,1656539908,0,1,1,False,0,1,1,18,0,active,3795,,
3798,1656540453,0,1,46,False,0,1,1,2,6,active,3798,,
3799,1656540733,0,1,33,False,0,1,1,28,6,active,3799,,
3803,1656540502,0,1,14,False,1,1,1,10,2,active,3803,,
3804,1656540623,0,1,2,False,0,1,1,22,0,active,3804,,
3808,1656539332,0,1,15,False,0,1,1,0,4,active,3808,,
3809,1656540184,0,1,47,False,0,1,1,0,4,active,3809,,
3811,1656537460,0,1,0,False,2,1,1,18,1,active,3811,,
3812,1656540720,0,1,12,False,1,1,1,44,5,active,3812,,
3813,1656540663,1,1,10,False,0,1,1,36,2,active,3813,,
3814,1656540626,0,1,30,False,0,1,1,2,0,active,3814,,
3815,1656540420,0,1,32,False,0,1,1,6,3,active,3815,,
3816,1656539518,0,1,1,False,0,1,1,23,0,active,3816,,
3817,1656539887,0,1,1,False,0,1,1,16,1,active,3817,,
3818,1656540715,0,1,39,False,0,1,1,1,0,active,3818,,
3819,1656540749,0,1,2,False,2,1,1,18,0,active,3819,,
3820,1656540309,0,1,15,False,3,1,1,3,1,active,3820,,
3821,1656540746,0,1,11,False,0,1,1,14,0,active,3821,,
3822,1656540335,0,1,8,False,0,1,1,12,0,active,3822,,
3823,1656539717,0,1,5,False,0,1,1,24,0,active,3823,,
3824,1656539626,0,1,13,False,1,1,1,6,2,active,3824,,
3825,1656537320,0,1,26,False,2,1,1,3,0,active,3825,,
3826,1656540622,0,1,13,False,1,1,1,5,0,active,3826,,
3827,1656540273,0,1,16,False,0,1,1,3,1,active,3827,,
3828,1656539353,0,1,22,False,0,1,1,0,0,active,3828,,
3829,1656540028,0,1,16,False,0,1,1,6,0,active,3829,,
3830,1656540734,0,1,14,False,0,1,1,8,0,active,3830,,
3831,1656540131,0,1,32,False,0,1,1,2,1,active,3831,,
3832,1656540074,0,1,6,False,0,1,1,15,0,active,3832,,
3833,1656538811,0,1,16,False,0,1,1,2,0,active,3833,,
3834,1656539554,0,1,19,False,0,1,1,0,0,active,3834,,
3835,86400,0,0,0,False,0,0,0,0,0,out_of_service,3835,,
3836,1656540314,0,1,27,False,0,1,1,1,1,active,3836,,
3837,1656540297,0,1,28,False,0,1,1,1,0,active,3837,,
3838,1656539476,0,1,24,False,0,1,1,0,1,active,3838,,
3839,1656540040,0,1,28,False,0,1,1,1,0,active,3839,,
3840,1656537374,0,1,23,False,0,1,1,0,1,active,3840,,
3841,1656540636,0,1,13,False,1,1,1,11,1,active,3841,,
3842,1656540574,0,1,25,False,1,1,1,1,3,active,3842,,
3843,1656538231,0,1,18,False,0,1,1,5,0,active,3843,,
3844,1656538815,0,1,6,False,0,1,1,18,0,active,3844,,
3845,1656540493,0,1,10,False,0,1,1,11,0,active,3845,,
3846,1656540536,0,1,23,False,0,1,1,2,0,active,3846,,
3847,1656539968,0,1,24,False,0,1,1,0,1,active,3847,,
3848,1656540399,0,1,16,False,0,1,1,16,0,active,3848,,
3849,1656536808,0,1,3,False,0,1,1,13,1,active,3849,,
3850,1656540692,0,1,3,False,1,1,1,22,0,active,3850,,
3851,1656540087,0,1,5,False,9,1,1,15,0,active,3851,,
3852,1656540631,0,1,7,False,0,1,1,9,1,active,3852,,
3853,1656539831,0,1,6,False,0,1,1,14,0,active,3853,,
3854,1656540599,0,1,2,False,0,1,1,22,1,active,3854,,
3855,1656540415,0,1,0,False,2,1,1,22,0,active,3855,,
3856,1656540500,0,1,11,False,0,1,1,11,3,active,3856,,
3857,1656540522,0,1,0,False,0,1,1,18,0,active,3857,,
3858,1656538486,0,1,1,False,0,1,1,18,1,active,3858,,
3860,1656540748,0,1,16,False,0,1,1,9,1,active,3860,,
3861,1656539971,0,1,18,False,0,1,1,1,1,active,3861,,
3862,1656538285,0,1,18,False,0,1,1,0,0,active,3862,,
3863,1656538281,0,1,18,False,0,1,1,0,0,active,3863,,
3864,1656538191,0,1,22,False,0,1,1,8,0,active,3864,,
3865,1656539829,0,1,13,False,2,1,1,8,3,active,3865,,
3866,1656539523,0,1,29,False,0,1,1,3,0,active,3866,,
3867,1656540667,0,1,25,False,1,1,1,4,0,active,3867,,
3868,1656539726,0,1,17,False,0,1,1,2,0,active,3868,,
3869,1656540717,0,1,23,False,0,1,1,0,1,active,3869,,
3870,1656540723,0,1,10,False,0,1,1,10,0,active,3870,,
3871,1656537388,0,1,26,False,1,1,1,2,1,active,3871,,
3872,1656514164,0,1,19,False,0,1,1,0,0,active,3872,,
3873,1656540398,0,1,4,False,0,1,1,13,0,active,3873,,
3874,1656539657,0,1,16,False,0,1,1,0,0,active,3874,,
3875,1656533644,0,1,10,False,0,1,1,5,0,active,3875,,
3876,1656540494,0,1,14,False,1,1,1,8,0,active,3876,,
3877,1656539453,0,1,20,False,2,1,1,4,1,active,3877,,
3878,1656540220,0,1,15,False,0,1,1,4,0,active,3878,,
3879,1656540602,0,1,22,False,1,1,1,3,0,active,3879,,
3880,1656539681,0,1,25,False,0,1,1,1,1,active,3880,,
3881,1656540199,0,1,22,False,1,1,1,14,3,active,3881,,
3882,1656540657,0,1,8,False,0,1,1,6,1,active,3882,,
3883,1656540387,0,1,17,False,0,1,1,1,1,active,3883,,
3884,1656537900,0,1,22,False,0,1,1,1,0,active,3884,,
3885,1656535462,0,1,19,False,0,1,1,0,0,active,3885,,
3886,1656538608,0,1,20,False,0,1,1,0,0,active,3886,,
3887,1656537514,0,1,6,False,0,1,1,15,0,active,3887,,
3888,1656540199,0,1,17,False,0,1,1,1,1,active,3888,,
3890,1656540729,0,1,26,False,1,1,1,4,1,active,3890,,
3891,1656539963,0,1,6,False,0,1,1,13,1,active,3891,,
3892,1656540623,1,1,13,False,1,1,1,5,0,active,3892,,
3893,1656539450,0,1,22,False,0,1,1,1,2,active,3893,,
3894,1656540727,0,1,28,False,0,1,1,6,2,active,3894,,
3895,1656535348,0,1,21,False,0,1,1,4,0,active,3895,,
3896,1656539779,0,1,21,False,1,1,1,1,0,active,3896,,
3897,1656539145,0,1,17,False,0,1,1,0,0,active,3897,,
3898,1656540706,0,1,43,False,1,1,1,13,1,active,3898,,
3899,1656540675,0,1,0,False,1,1,1,17,1,active,3899,,
3900,1656540674,0,1,11,False,0,1,1,18,1,active,3900,,
3901,1656540459,0,1,14,False,2,1,1,3,0,active,3901,,
3902,1656540652,0,1,16,False,1,1,1,2,1,active,3902,,
3903,1656540389,0,1,12,False,0,1,1,4,1,active,3903,,
3904,1656540511,9,1,0,False,1,1,1,1,25,active,3904,,
3905,1656540698,0,1,2,False,0,1,1,23,2,active,3905,,
3906,1656540736,0,1,18,False,1,1,1,9,4,active,3906,,
3907,1656539791,0,1,11,False,0,1,1,6,0,active,3907,,
3909,1656539574,0,1,17,False,3,1,1,3,0,active,3909,,
3910,1656540070,0,1,14,False,1,1,1,2,1,active,3910,,
3911,1656536030,0,1,0,False,0,1,1,22,0,active,3911,,
3913,1656540731,0,1,10,False,0,1,1,8,1,active,3913,,
3914,1656540717,0,1,36,False,2,1,1,2,1,active,3914,,
3916,1656540151,0,1,0,False,1,1,1,43,1,active,3916,,
3917,1656540225,0,1,0,False,0,1,1,30,1,active,3917,,
3920,1656540297,0,1,14,False,0,1,1,1,4,active,3920,,
3921,1656540619,0,1,16,False,0,1,1,1,2,active,3921,,
3922,1656540152,0,1,0,False,1,1,1,18,1,active,3922,,
3923,1656539580,0,1,9,False,1,1,1,8,0,active,3923,,
3924,1656540137,0,1,18,False,1,1,1,7,1,active,3924,,
3926,1656540454,0,1,20,False,0,1,1,0,0,active,3926,,
3927,1656540735,0,1,23,False,0,1,1,1,3,active,3927,,
3928,1656540066,0,1,15,False,0,1,1,1,7,active,3928,,
3929,1656538915,0,1,16,False,0,1,1,2,1,active,3929,,
3930,1656538721,0,1,12,False,0,1,1,6,1,active,3930,,
3931,1656535373,0,1,19,False,0,1,1,4,0,active,3931,,
3932,1656536980,0,1,23,False,0,1,1,0,0,active,3932,,
3933,1656536157,0,1,10,False,0,1,1,8,1,active,3933,,
3934,1656540455,0,1,9,False,1,1,1,17,1,active,3934,,
3935,1656540429,1,1,15,False,1,1,1,2,1,active,3935,,
3936,1656539996,0,1,16,False,0,1,1,3,0,active,3936,,
3937,1656537145,0,1,22,False,0,1,1,0,1,active,3937,,
3938,1656524990,0,1,11,False,0,1,1,7,1,active,3938,,
3939,1656533884,0,1,8,False,1,1,1,13,0,active,3939,,
3940,1656512705,0,1,10,False,0,1,1,5,1,active,3940,,
3941,1656539800,0,1,8,False,0,1,1,9,0,active,3941,,
3942,1656540644,0,1,12,False,1,1,1,6,3,active,3942,,
3944,1656538866,0,1,29,False,0,1,1,0,1,active,3944,,
3945,1656540121,0,1,19,False,0,1,1,0,2,active,3945,,
3946,1656540308,0,1,17,False,0,1,1,3,1,active,3946,,
3947,1656539320,0,1,14,False,1,1,1,4,0,active,3947,,
3948,1656537023,0,1,20,False,0,1,1,2,1,active,3948,,
3949,1656540050,0,1,1,False,0,1,1,21,1,active,3949,,
3950,1656538101,0,1,12,False,0,1,1,6,1,active,3950,,
3951,1656538882,0,1,14,False,0,1,1,5,0,active,3951,,
3952,1656538465,0,1,15,False,1,1,1,4,0,active,3952,,
3953,1656540317,0,1,18,False,1,1,1,7,0,active,3953,,
3955,1656536135,0,1,12,False,0,1,1,6,0,active,3955,,
3956,1656525377,0,1,20,False,0,1,1,3,0,active,3956,,
3957,1656538485,0,1,13,False,0,1,1,4,1,active,3957,,
3958,1656539944,0,1,20,False,0,1,1,3,0,active,3958,,
3959,1656540744,0,1,28,False,0,1,1,0,2,active,3959,,
3960,1656539815,0,1,20,False,1,1,1,1,0,active,3960,,
3961,1656536995,0,1,12,False,0,1,1,7,0,active,3961,,
3963,1656539773,0,1,26,False,0,1,1,3,1,active,3963,,
3964,1656538936,0,1,19,False,0,1,1,1,0,active,3964,,
3965,1656531532,0,1,13,False,0,1,1,6,0,active,3965,,
3966,1656532069,0,1,15,False,0,1,1,4,0,active,3966,,
3967,1656540714,29,1,0,False,0,1,1,0,1,active,3967,,
3968,1656531880,0,1,9,False,0,1,1,10,1,active,3968,,
3969,1656539489,0,1,13,False,1,1,1,5,0,active,3969,,
3970,1656539356,0,1,17,False,0,1,1,1,1,active,3970,,
3972,1656539884,0,1,20,False,1,1,1,2,1,active,3972,,
3973,1656540246,0,1,25,False,0,1,1,0,1,active,3973,,
3975,1656539708,0,1,17,False,1,1,1,4,0,active,3975,,
3976,1656532735,0,1,11,False,0,1,1,6,2,active,3976,,
3977,1656538808,0,1,28,False,0,1,1,1,0,active,3977,,
3978,1656540515,0,1,18,False,0,1,1,0,0,active,3978,,
3980,1656538935,0,1,18,False,0,1,1,1,1,active,3980,,
3981,1656539064,0,1,24,False,0,1,1,0,0,active,3981,,
3982,1656540016,0,1,15,False,3,1,1,3,3,active,3982,,
3983,1656539133,0,1,12,False,2,1,1,10,1,active,3983,,
3984,1656539773,0,1,19,False,1,1,1,2,1,active,3984,,
3985,1656538885,0,1,19,False,1,1,1,3,0,active,3985,,
3986,1656539743,0,1,16,False,1,1,1,16,2,active,3986,,
3987,1656537572,0,1,18,False,1,1,1,3,2,active,3987,,
3988,1656529139,0,1,12,False,0,1,1,7,0,active,3988,,
3989,1656540354,0,1,19,False,0,1,1,2,1,active,3989,,
3994,1656540369,0,1,11,False,1,1,1,13,3,active,3994,,
3995,1656539191,0,1,18,False,0,1,1,1,2,active,3995,,
3996,1656538404,0,1,19,False,0,1,1,5,0,active,3996,,
3997,1656540303,0,1,17,False,0,1,1,3,0,active,3997,,
3998,1656540724,0,1,28,False,0,1,1,1,0,active,3998,,
3999,1656540352,0,1,20,False,0,1,1,2,0,active,3999,,
4000,1656538556,0,1,17,False,0,1,1,4,1,active,4000,,
4001,1656540676,0,1,19,False,1,1,1,4,0,active,4001,,
4002,1656540115,0,1,18,False,1,1,1,5,0,active,4002,,
4004,1656539593,0,1,19,False,0,1,1,1,0,active,4004,,
4005,1656540534,0,1,23,False,0,1,1,0,1,active,4005,,
4006,1656540576,0,1,11,False,0,1,1,13,1,active,4006,,
4007,1656540312,0,1,22,False,2,1,1,7,1,active,4007,,
4008,1656535631,0,1,21,False,0,1,1,1,1,active,4008,,
4009,1656540478,0,1,30,False,0,1,1,5,0,active,4009,,
4010,86400,0,1,0,False,0,1,1,0,0,active,4010,,
4011,1656540702,0,1,21,False,1,1,1,4,0,active,4011,,
4012,1656540582,0,1,20,False,1,1,1,2,1,active,4012,,
4013,1656540355,0,1,21,False,0,1,1,2,1,active,4013,,
4014,1656540572,0,1,16,False,1,1,1,4,1,active,4014,,
4015,1656539460,0,1,15,False,0,1,1,16,0,active,4015,,
4016,1656540116,0,1,21,False,0,1,1,0,1,active,4016,,
4017,1656540387,0,1,20,False,0,1,1,2,0,active,4017,,
4018,1656540624,0,1,16,False,0,1,1,4,1,active,4018,,
4019,1656539590,0,1,14,False,0,1,1,3,0,active,4019,,
4020,1656540748,0,1,15,False,2,1,1,6,1,active,4020,,
4021,1656538472,0,1,18,False,0,1,1,2,1,active,4021,,
4022,86400,0,0,0,False,0,0,0,0,0,out_of_service,4022,,
4023,1656540150,0,1,16,False,0,1,1,5,2,active,4023,,
4024,1656537085,0,1,30,False,0,1,1,0,3,active,4024,,
4025,1656538933,0,1,20,False,0,1,1,0,0,active,4025,,
4027,1656532461,0,1,22,False,0,1,1,1,0,active,4027,,
4028,1656535222,0,1,4,False,2,1,1,14,1,active,4028,,
4029,1656540293,0,1,21,False,0,1,1,1,1,active,4029,,
4031,1656538788,0,1,19,False,0,1,1,0,0,active,4031,,
4032,1656534784,0,1,19,False,0,1,1,0,0,active,4032,,
4034,1656540666,0,1,18,False,0,1,1,6,2,active,4034,,
4035,1656540688,0,1,17,False,2,1,1,2,1,active,4035,,
4036,1656540357,0,1,6,False,0,1,1,30,0,active,4036,,
4037,1656540652,0,1,2,False,0,1,1,37,0,active,4037,,
4038,1656540747,0,1,16,False,1,1,1,20,0,active,4038,,
4040,1656540743,0,1,44,False,0,1,1,1,5,active,4040,,
4041,1656536945,0,1,15,False,0,1,1,2,1,active,4041,,
4044,1656540722,5,1,17,False,1,1,1,16,10,active,4044,,
4045,1656540728,0,1,24,False,0,1,1,11,4,active,4045,,
4047,1656540376,0,1,6,False,1,1,1,16,4,active,4047,,
4048,1656540237,0,1,18,False,0,1,1,2,0,active,4048,,
4050,1656539414,0,1,21,False,0,1,1,0,0,active,4050,,
4051,1656539408,0,1,10,False,0,1,1,15,0,active,4051,,
4052,1656504862,0,1,27,False,0,1,1,0,0,active,4052,,
4053,1656540228,0,1,9,False,1,1,1,6,4,active,4053,,
4054,1656539766,0,1,16,False,0,1,1,1,2,active,4054,,
4055,1656538851,0,1,27,False,0,1,1,0,0,active,4055,,
4056,1656536154,0,1,24,False,0,1,1,0,0,active,4056,,
4057,1656540431,0,1,21,False,1,1,1,2,0,active,4057,,
4058,1656540623,30,1,6,False,0,1,1,2,3,active,4058,"{'region': 'BKN', 'off_dock_count': 1, 'active': False, 'valet_revision': 32238, 'station_id': '821b19c1-ab13-4482-9580-770288a377a7', 'off_dock_capacity': 100, 'dock_blocked_count': 30}",[{'id': '821b19c1-ab13-4482-9580-770288a377a7'}]
4059,1656540507,0,1,22,False,0,1,1,8,1,active,4059,,
4060,1656539834,0,1,16,False,1,1,1,4,3,active,4060,,
4061,1656540308,0,1,24,False,0,1,1,0,0,active,4061,,
4062,1656538631,0,1,3,False,1,1,1,20,0,active,4062,,
4063,1656535663,0,1,23,False,0,1,1,0,1,active,4063,,
4064,1656529752,0,1,22,False,0,1,1,0,1,active,4064,,
4065,1656538799,0,1,34,False,0,1,1,0,1,active,4065,,
4066,1656521793,0,1,22,False,0,1,1,0,1,active,4066,,
4067,1656539053,0,1,13,False,0,1,1,10,0,active,4067,,
4068,1656539187,0,1,28,False,0,1,1,0,1,active,4068,,
4069,1656537865,0,1,17,False,0,1,1,7,0,active,4069,,
4070,1656539410,0,1,24,False,0,1,1,0,0,active,4070,,
4071,1656540695,0,1,18,False,1,1,1,2,0,active,4071,,
4073,1656540704,0,1,30,False,0,1,1,2,3,active,4073,,
4074,1656538394,0,1,22,False,0,1,1,1,0,active,4074,,
4075,1656540660,0,1,26,False,1,1,1,2,7,active,4075,,
4076,1656540015,0,1,24,False,0,1,1,4,1,active,4076,,
4078,1656539555,0,1,29,False,0,1,1,2,0,active,4078,,
4080,1656540375,0,1,4,False,0,1,1,17,0,active,4080,,
4081,1656528747,0,1,9,False,0,1,1,12,0,active,4081,,
4082,1656540404,0,1,22,False,0,1,1,7,1,active,4082,,
4083,1656531367,0,1,18,False,0,1,1,1,1,active,4083,,
4084,1656538814,0,1,20,False,0,1,1,1,0,active,4084,,
4085,1656540140,0,1,22,False,1,1,1,1,1,active,4085,,
4086,1656539338,0,1,1,False,1,1,1,20,0,active,4086,,
4087,1656540004,0,1,19,False,2,1,1,2,1,active,4087,,
4088,1656540660,0,1,14,False,1,1,1,1,2,active,4088,,
4090,1656540657,0,1,19,False,0,1,1,0,1,active,4090,,
4091,1656540612,0,1,2,False,1,1,1,16,3,active,4091,,
4092,1656539323,0,1,6,False,0,1,1,13,0,active,4092,,
4094,1656540360,0,1,18,False,0,1,1,0,3,active,4094,,
4095,86400,0,0,0,False,0,0,0,0,0,out_of_service,4095,,
4096,1656540717,0,1,29,False,0,1,1,0,1,active,4096,,
4098,1656537126,0,1,19,False,1,1,1,1,0,active,4098,,
4099,1656539294,0,1,4,False,1,1,1,17,0,active,4099,,
4101,1656539001,0,1,4,False,0,1,1,12,3,active,4101,,
4102,1656538503,0,1,19,False,0,1,1,2,1,active,4102,,
4103,1656540328,0,1,16,False,1,1,1,1,0,active,4103,,
4104,1656539703,0,1,18,False,1,1,1,2,0,active,4104,,
4105,1656536240,0,1,21,False,0,1,1,0,0,active,4105,,
4106,1656536822,0,1,18,False,0,1,1,1,0,active,4106,,
4107,1656540606,0,1,21,False,1,1,1,1,2,active,4107,,
4108,1656538861,0,1,13,False,0,1,1,5,1,active,4108,,
4109,1656537455,0,1,21,False,0,1,1,0,0,active,4109,,
4110,1656540206,0,1,11,False,0,1,1,17,2,active,4110,,
4111,1656540405,0,1,33,False,0,1,1,11,2,active,4111,,
4112,1656540736,0,1,12,False,3,1,1,6,0,active,4112,,
4113,1656539947,0,1,11,False,0,1,1,10,1,active,4113,,
4114,1656539194,0,1,17,False,1,1,1,5,3,active,4114,,
4115,1656538208,0,1,17,False,0,1,1,7,1,active,4115,,
4116,1656540294,0,1,5,False,0,1,1,13,0,active,4116,,
4117,1656537942,0,1,4,False,0,1,1,22,1,active,4117,,
4118,1656540561,0,1,22,False,0,1,1,17,3,active,4118,,
4120,1656540733,0,1,37,False,1,1,1,2,3,active,4120,,
4121,1656540530,0,1,44,False,0,1,1,1,8,active,4121,,
4122,1656540743,0,1,35,False,3,1,1,9,9,active,4122,,
4123,1656540683,0,1,34,False,0,1,1,3,2,active,4123,,
4124,1656540722,0,1,23,False,1,1,1,20,4,active,4124,,
4125,1656540736,0,1,24,False,0,1,1,6,6,active,4125,,
4126,1656540550,0,1,8,False,0,1,1,9,1,active,4126,,
4127,1656537734,0,1,18,False,1,1,1,1,0,active,4127,,
4128,1656539908,0,1,24,False,0,1,1,0,0,active,4128,,
4129,1656538680,0,1,19,False,0,1,1,0,0,active,4129,,
4130,1656540620,0,1,13,False,0,1,1,6,3,active,4130,,
4131,1656538018,0,1,7,False,0,1,1,11,1,active,4131,,
4132,1656540610,0,1,16,False,1,1,1,3,0,active,4132,,
4133,1656540071,0,1,16,False,1,1,1,3,1,active,4133,,
4134,1656538145,0,1,20,False,2,1,1,3,1,active,4134,,
4135,1656534324,0,1,20,False,0,1,1,1,2,active,4135,,
4136,1656539153,0,1,18,False,0,1,1,3,0,active,4136,,
4137,1656540030,0,1,23,False,1,1,1,2,2,active,4137,,
4138,1656534321,0,1,12,False,0,1,1,5,1,active,4138,,
4139,1656537923,0,1,18,False,0,1,1,0,1,active,4139,,
4140,1656539375,0,1,23,False,0,1,1,0,1,active,4140,,
4141,1656488373,0,1,16,False,0,1,1,3,0,active,4141,,
4142,1656488375,0,1,15,False,0,1,1,4,0,active,4142,,
4143,1656533524,0,1,11,False,0,1,1,10,0,active,4143,,
4144,1656530944,0,1,21,False,0,1,1,0,0,active,4144,,
4146,1656538500,0,1,28,False,0,1,1,2,0,active,4146,,
4147,1656539464,0,1,17,False,0,1,1,0,1,active,4147,,
4148,1656530084,0,1,13,False,0,1,1,2,0,active,4148,,
4149,1656540648,0,1,20,False,0,1,1,0,0,active,4149,,
4151,1656536774,0,1,20,False,0,1,1,0,0,active,4151,,
4152,1656531366,0,1,20,False,0,1,1,0,1,active,4152,,
4153,1656511058,0,1,27,False,0,1,1,0,0,active,4153,,
4154,1656511351,0,1,8,False,0,1,1,11,0,active,4154,,
